web-scraper-order,web-scraper-start-url,link,link-href,Light,Soil,Water,Temperature and Humidity,Fertilizer,How to Grow
"1667988787-19552","https://www.thespruce.com/plants-a-to-z-5116344","Blackhaw Viburnum Viburnum prunifolium","https://www.thespruce.com/black-haw-viburnum-growing-profile-3269201","","","Blackhaw viburnum is hardy both to hot and cold temperatures. It can tolerate temperatures around 90 degrees Fahrenheit as long as its moisture needs are met. And it will survive conditions below freezing, though once frost hits in the fall is when it starts to lose its leaves for winter. Humidity typically isn’t an issue for the shrub. In very high humidity it’s important to ensure good air flow around the plant to prevent fungal diseases. And in dry conditions, a layer of mulch over the root zone can help to retain soil moisture.","","",""
"1667988787-19553","https://www.thespruce.com/plants-a-to-z-5116344","Blackhaw Viburnum Viburnum prunifolium","https://www.thespruce.com/black-haw-viburnum-growing-profile-3269201","","","","The shrub will benefit from an annual feeding in the spring, especially if you have poor soil. Use a balanced, slow-release fertilizer around the plant, following label instructions.","",""
"1667988787-19554","https://www.thespruce.com/plants-a-to-z-5116344","Blackhaw Viburnum Viburnum prunifolium","https://www.thespruce.com/black-haw-viburnum-growing-profile-3269201","","","","","You can propagate blackhaw viburnum by germinating the seeds. Save seeds by harvesting the fruit once it turns its black-blue color and drying the berries (with pulp) in a cool location. Once dry, store the seeds over the winter in a brown paper bag in a cool, dark spot. Plant them in small pots in the early spring in a seed-starting mix that you keep lightly moist. Keep the pots in a bright, warm spot as they germinate. Then, transplant the seedlings outdoors when they're about a foot tall. Make sure to bring the young plants outside for gradually longer stretches for about a week to acclimate them to direct sun.",""
"1667988790-19555","https://www.thespruce.com/plants-a-to-z-5116344","Blackberry Lily Iris domestica","https://www.thespruce.com/blackberry-lily-plant-profile-4768397","Choose a site with full sun to grow your blackberry lilies. A minimum of four hours a day is necessary for plant health and good blooms, and six hours is even better.","","","","",""
"1667988790-19556","https://www.thespruce.com/plants-a-to-z-5116344","Blackberry Lily Iris domestica","https://www.thespruce.com/blackberry-lily-plant-profile-4768397","","Choose a site with full sun to grow your blackberry lilies. A minimum of four hours a day is necessary for plant health and good blooms, and six hours is even better.","","","",""
"1667988790-19557","https://www.thespruce.com/plants-a-to-z-5116344","Blackberry Lily Iris domestica","https://www.thespruce.com/blackberry-lily-plant-profile-4768397","","","Having the perfect soil isn't important for growing blackberry lilies, but having good drainage is. Soggy soils, especially in winter, can cause the rhizomes of blackberry lilies to rot. These plants are not fussy about soil pH; they will do well in both slightly alkaline, neutral, and slightly acidic soil conditions (pH 6.1 to 7.8). Poor soils tend to make the plants shorter; in rich soils, they will be taller.","","",""
"1667988790-19558","https://www.thespruce.com/plants-a-to-z-5116344","Blackberry Lily Iris domestica","https://www.thespruce.com/blackberry-lily-plant-profile-4768397","","","","While blackberry lilies respond to regular watering by producing larger, healthier blooms, they are also drought tolerant. Dry winter soils are ideal. Err on the side of less water, not more. If your garden is getting rain every week or two, extra irrigation is rarely necessary. During drought periods, 1/2 inch per week is entirely adequate. Water should be cut back during the dormant winter months to discourage root rot.","",""
"1667988790-19559","https://www.thespruce.com/plants-a-to-z-5116344","Blackberry Lily Iris domestica","https://www.thespruce.com/blackberry-lily-plant-profile-4768397","","","","","Blackberry lily is generally considered hardy in USDA zones 5 to 10, though zone 4 gardeners often grow it successfully, as well. Hot weather and high humidity are not issues for cultivating the blackberry lily. The plants are not susceptible to mildews or fungi, provided no standing water is present.",""
"1667988800-19560","https://www.thespruce.com/plants-a-to-z-5116344","Black Sapote Diospyros nigra","https://www.thespruce.com/grow-black-sapote-indoors-1902997","As a potted indoor or patio plant, give this plant full sun whenever possible. If you have a sunny west-facing window, this will likely be enough. Seedlings require less light but should be transitioned to a full-light situation within a few weeks of sprouting.","","","","",""
"1667988800-19561","https://www.thespruce.com/plants-a-to-z-5116344","Black Sapote Diospyros nigra","https://www.thespruce.com/grow-black-sapote-indoors-1902997","","As a potted indoor or patio plant, give this plant full sun whenever possible. If you have a sunny west-facing window, this will likely be enough. Seedlings require less light but should be transitioned to a full-light situation within a few weeks of sprouting.","","","",""
"1667988800-19562","https://www.thespruce.com/plants-a-to-z-5116344","Black Sapote Diospyros nigra","https://www.thespruce.com/grow-black-sapote-indoors-1902997","","","In the landscape, black sapote will grow well in almost any well-drained soil, including sandy soil. It has a good tolerance for slightly acidic soils as well as alkaline soils. In locations with high water tables (much of low-land Florida, for example), this tree is often grown in raised mounds.","","",""
"1667988802-19563","https://www.thespruce.com/plants-a-to-z-5116344","Black Mustard Brassica nigra","https://www.thespruce.com/black-mustard-brassica-nigra-guide-5194426","Though it will grow almost anywhere, mustard prefers moist and loamy that is loose, and well-draining. The pH range of the soil should fall somewhere between 6 and 7. An easy test of your soil can be taken to determine the pH, and you can watch how your plants are doing.","","","","",""
"1667988802-19564","https://www.thespruce.com/plants-a-to-z-5116344","Black Mustard Brassica nigra","https://www.thespruce.com/black-mustard-brassica-nigra-guide-5194426","","Though it will grow almost anywhere, mustard prefers moist and loamy that is loose, and well-draining. The pH range of the soil should fall somewhere between 6 and 7. An easy test of your soil can be taken to determine the pH, and you can watch how your plants are doing.","","","",""
"1667988802-19565","https://www.thespruce.com/plants-a-to-z-5116344","Black Mustard Brassica nigra","https://www.thespruce.com/black-mustard-brassica-nigra-guide-5194426","","","There is no magic number on how much water to give. Consider your weather and keep it consistently moist without letting the plant sit in standing water, and it will thrive. If your soil is well-draining over watering shouldn't become a problem.","","",""
"1667988802-19566","https://www.thespruce.com/plants-a-to-z-5116344","Black Mustard Brassica nigra","https://www.thespruce.com/black-mustard-brassica-nigra-guide-5194426","","","","Black mustard, like many leafy greens, is a cool season crop which grows best before air temperatures heat up and humidity increases. When temperatures are too warm, the plant goes to seed much more quickly with seeds that can ripen much faster and burst. This could lead to fields of black mustard in your yard and possibly your neighbor's as well. Black mustard does great in USDA Zones 4-7.","",""
"1667988802-19567","https://www.thespruce.com/plants-a-to-z-5116344","Black Mustard Brassica nigra","https://www.thespruce.com/black-mustard-brassica-nigra-guide-5194426","","","","","Depending on the richness of your soil, the addition of fertilzer may not be needed but tilling manure into the soil before planting is going to give your mustard extra peppy flavor and give it a boost. Growing nitrogen fixers like beans and turnips next to your mustard is a good practice since mustard uses a lot of the available nitrogen in soil.",""
"1667988805-19568","https://www.thespruce.com/plants-a-to-z-5116344","Black Lace Elderberry Sambucus nigra 'eva'","https://www.thespruce.com/growing-black-lace-elderberry-5101467","In the North, while Black Lace® elderberry will tolerate partial shade, it will produce more flowers and more attractive foliage color if grown in full sun. At the southern end of its range, it will benefit from some afternoon shade.","","","","",""
"1667988805-19569","https://www.thespruce.com/plants-a-to-z-5116344","Black Lace Elderberry Sambucus nigra 'eva'","https://www.thespruce.com/growing-black-lace-elderberry-5101467","","In the North, while Black Lace® elderberry will tolerate partial shade, it will produce more flowers and more attractive foliage color if grown in full sun. At the southern end of its range, it will benefit from some afternoon shade.","","","",""
"1667988805-19570","https://www.thespruce.com/plants-a-to-z-5116344","Black Lace Elderberry Sambucus nigra 'eva'","https://www.thespruce.com/growing-black-lace-elderberry-5101467","","","The Black Lace® elderberry bush tolerates clay soil types better than many shrubs but performs better over time if planted in soil that drains well. It prefers slightly acidic soil but usually grows adequately in neutral soil.","","",""
"1667988805-19571","https://www.thespruce.com/plants-a-to-z-5116344","Black Lace Elderberry Sambucus nigra 'eva'","https://www.thespruce.com/growing-black-lace-elderberry-5101467","","","","Keep the soil evenly moist. In the wild, elderberry shrubs often grow near wetlands, so it comes as no surprise that cultivars tolerate wet soil better than many other species of plants. Make sure your elderberry gets at least 1 inch of water per week, through a combination of rainfall and irrigation.","",""
"1667988805-19572","https://www.thespruce.com/plants-a-to-z-5116344","Black Lace Elderberry Sambucus nigra 'eva'","https://www.thespruce.com/growing-black-lace-elderberry-5101467","","","","","Feed Black Lace® elderberry with a balanced fertilizer once in spring and once in summer.",""
"1667988810-19573","https://www.thespruce.com/plants-a-to-z-5116344","Black Hills Spruce Picea glauca ‘Densata’","https://www.thespruce.com/black-hills-spruce-growing-guide-5196340","","","","","Because of this, you will only find one type of the Black Hills spruce commercially available.",""
"1667988815-19574","https://www.thespruce.com/plants-a-to-z-5116344","Black Diamond Watermelon Citrullus lanatus ‘Black Diamond’","https://www.thespruce.com/black-diamond-watermelon-guide-5195320","Water the vines where they are rooted into the soil and try to avoid getting the leaves wet which can lead to fungal problems. Once the melons grow to about the size of a tennis ball, only water when the soil begins to dry out. Around two weeks before the fruit is ripe, stop watering to increase the sugar content in the fruits.","","","","",""
"1667988815-19575","https://www.thespruce.com/plants-a-to-z-5116344","Black Diamond Watermelon Citrullus lanatus ‘Black Diamond’","https://www.thespruce.com/black-diamond-watermelon-guide-5195320","","Water the vines where they are rooted into the soil and try to avoid getting the leaves wet which can lead to fungal problems. Once the melons grow to about the size of a tennis ball, only water when the soil begins to dry out. Around two weeks before the fruit is ripe, stop watering to increase the sugar content in the fruits.","","","",""
"1667988815-19576","https://www.thespruce.com/plants-a-to-z-5116344","Black Diamond Watermelon Citrullus lanatus ‘Black Diamond’","https://www.thespruce.com/black-diamond-watermelon-guide-5195320","","","These melons prefer hot temperatures and do not handle cold well. They prefer moist conditions, though very high humidity can cause fungal problems.","","",""
"1667988815-19577","https://www.thespruce.com/plants-a-to-z-5116344","Black Diamond Watermelon Citrullus lanatus ‘Black Diamond’","https://www.thespruce.com/black-diamond-watermelon-guide-5195320","","","","Black diamond watermelons love rich soil and do well in organic material. Amending the soil with plenty of compost before planting will ensure these melons receive the nutrients they need. Fertilizer can be applied when flowers appear to help encourage healthy fruit production. It is best to use nitrogen-based fertilizer in the early stages of growing, then switch to phosphorus and potassium-based fertilizers when the plant produces flowers.","",""
"1667988815-19578","https://www.thespruce.com/plants-a-to-z-5116344","Black Diamond Watermelon Citrullus lanatus ‘Black Diamond’","https://www.thespruce.com/black-diamond-watermelon-guide-5195320","","","","","These juicy melons take some time to mature, so it is best to start seeds indoors about one month before the last frost. Here’s how:",""
"1667988815-19579","https://www.thespruce.com/plants-a-to-z-5116344","Black Diamond Watermelon Citrullus lanatus ‘Black Diamond’","https://www.thespruce.com/black-diamond-watermelon-guide-5195320","","","","","","Around two weeks after the last frost, sow the seeds in rich, moist, well-draining soil. Cover the seeds with soil to a depth of 1 inch.Melons also grow well using the mounding method. Create a mound of soil about 1 foot in diameter and 3 to 4 inches high. Press 3 to 5 seeds about an inch into the soil of the mound. Thin to 2 or 3 plants once seedlings emerge.Check your seed packet for specific spacing instructions.Keep the soil moist."
"1667988820-19580","https://www.thespruce.com/plants-a-to-z-5116344","Black Bamboo Phyllostachys nigra","https://www.thespruce.com/black-bamboo-plant-profile-5180158","","","Black bamboo is not overly picky when it comes to light conditions. It can be grown in anything from full sun to partial shade.","","",""
"1667988820-19581","https://www.thespruce.com/plants-a-to-z-5116344","Black Bamboo Phyllostachys nigra","https://www.thespruce.com/black-bamboo-plant-profile-5180158","","","","Black bamboo loves nutrient-rich soil. Moist, loamy, well-draining types are ideal for optimum growth. A mix of sand, clay, and silt is a great combination, but black bamboo can adapt to many soil conditions as long as it is well-draining.","",""
"1667988825-19582","https://www.thespruce.com/plants-a-to-z-5116344","Bird's Nest Fern Asplenium nidus","https://www.thespruce.com/grow-asplenium-nidus-ferns-1902716","The ferns prefer a consistent amount of soil moisture, but they don’t do well sitting in soggy soil. Water whenever the top inch of soil is dry. Avoid watering directly into the center of the plant, as this can encourage mold growth and rot in the dense nest. Aim water at the soil to avoid wetting the fern's fronds.","","","","",""
"1667988825-19583","https://www.thespruce.com/plants-a-to-z-5116344","Bird's Nest Fern Asplenium nidus","https://www.thespruce.com/grow-asplenium-nidus-ferns-1902716","","The ferns prefer a consistent amount of soil moisture, but they don’t do well sitting in soggy soil. Water whenever the top inch of soil is dry. Avoid watering directly into the center of the plant, as this can encourage mold growth and rot in the dense nest. Aim water at the soil to avoid wetting the fern's fronds.","","","",""
"1667988825-19584","https://www.thespruce.com/plants-a-to-z-5116344","Bird's Nest Fern Asplenium nidus","https://www.thespruce.com/grow-asplenium-nidus-ferns-1902716","","","The bird’s nest fern thrives in warmth with temperatures between 60 and 80 degrees Fahrenheit. It can tolerate temperatures down to 50 degrees, but anything colder than that can harm the plant, especially with prolonged exposure. Indoors, be sure to protect your plant from cool drafts, such as air blowing from an air-conditioning vent.","","",""
"1667988835-19585","https://www.thespruce.com/plants-a-to-z-5116344","Big Bluestem Andropogon Gerardii","https://www.thespruce.com/big-bluestem-plant-profile-4845878","Big bluestem grows best in full sun but is adaptable to part shade. This ornamental grass cannot tolerate full shade conditions.","","","","",""
"1667988835-19586","https://www.thespruce.com/plants-a-to-z-5116344","Big Bluestem Andropogon Gerardii","https://www.thespruce.com/big-bluestem-plant-profile-4845878","","Big bluestem grows best in full sun but is adaptable to part shade. This ornamental grass cannot tolerate full shade conditions.","","","",""
"1667988835-19587","https://www.thespruce.com/plants-a-to-z-5116344","Big Bluestem Andropogon Gerardii","https://www.thespruce.com/big-bluestem-plant-profile-4845878","","","Big bluestem is found growing in the dry soils of the North American prairies. It is highly adaptable to a range of soil conditions, from sandy soils to clay soils, as long as they are well-draining. Big bluestem also grows well in less-than-ideal soil conditions and can tolerate poor quality soils, soils with a low pH, and shallow soils. This grass cannot tolerate highly alkaline soils or highly compacted soils that are not well-draining.","","",""
"1667988835-19588","https://www.thespruce.com/plants-a-to-z-5116344","Big Bluestem Andropogon Gerardii","https://www.thespruce.com/big-bluestem-plant-profile-4845878","","","","Established big bluestem grasses are known for being exceptionally drought-tolerant, and big bluestem is even cultivated and sold by specialty nurseries for this feature. As with most seedlings and young plants, big bluestem will require more frequent watering until it has matured.","",""
"1667988835-19589","https://www.thespruce.com/plants-a-to-z-5116344","Big Bluestem Andropogon Gerardii","https://www.thespruce.com/big-bluestem-plant-profile-4845878","","","","","As a warm-season grass, big bluestem grows best in temperate conditions and thrives in the summer months. Warm-season grasses tend to grow best in temperatures between 80 and 90 degrees Fahrenheit in the summer. Interestingly, big bluestem is well adapted to fire and can recover easily from wildfires thanks to the fact that it spreads via rhizomes.",""
"1667988838-19590","https://www.thespruce.com/plants-a-to-z-5116344","Bidens Bidens","https://www.thespruce.com/bidens-plant-profile-5069525","","","","The drought-resistant quality of this plant also helps it to endure hot, dry conditions. However, if such a spell of dry weather persists, it’s best to provide these plants with regular watering to offset the impact of the heat on the plant’s foliage and blooms.","",""
"1667988840-19591","https://www.thespruce.com/plants-a-to-z-5116344","Better Boy Tomato Solanum lycopersicum ‘Better Boy’","https://www.thespruce.com/better-boy-tomatoes-profile-5186926","Better Boy tomatoes produce abundant fruit when planted in full sun: garden beds that receive at least 6 to 8 or more hours of direct sun each day.","","","","",""
"1667988840-19592","https://www.thespruce.com/plants-a-to-z-5116344","Better Boy Tomato Solanum lycopersicum ‘Better Boy’","https://www.thespruce.com/better-boy-tomatoes-profile-5186926","","Better Boy tomatoes produce abundant fruit when planted in full sun: garden beds that receive at least 6 to 8 or more hours of direct sun each day.","","","",""
"1667988840-19593","https://www.thespruce.com/plants-a-to-z-5116344","Better Boy Tomato Solanum lycopersicum ‘Better Boy’","https://www.thespruce.com/better-boy-tomatoes-profile-5186926","","","Better Boy tomatoes adapt to soil suitable for a wide range of tomato varieties, but slightly acidic, nutrient-rich soil high in organic matter will yield the healthiest plants. Soil pH should be in the range of 6.5 to 6.8.","","",""
"1667988840-19594","https://www.thespruce.com/plants-a-to-z-5116344","Better Boy Tomato Solanum lycopersicum ‘Better Boy’","https://www.thespruce.com/better-boy-tomatoes-profile-5186926","","","","Keep the soil consistently moist to avoid fruit split or blossom end rot, which can ruin the yield of Better Boy tomato plants.","",""
"1667988840-19595","https://www.thespruce.com/plants-a-to-z-5116344","Better Boy Tomato Solanum lycopersicum ‘Better Boy’","https://www.thespruce.com/better-boy-tomatoes-profile-5186926","","","","","","About 6 to 8 weeks before the last frost is expected, start seeds indoors. Lightly cover with soil and keep the soil moist and warm. 
After seedlings appear, move your seed starting tray or container into a location with plenty of sunlight, ideally in a bright windowsill. If this is not possible, use grow lights. 
After the last frost, you can begin to harden off the plants. This should be done for at least a week before planting them in the garden.
Choose a spot with rich, fertile soil in full sun to plant hardened seedlings."
"1667988848-19596","https://www.thespruce.com/plants-a-to-z-5116344","Bergamot Monarda didyma","https://www.thespruce.com/red-bee-balm-plants-2132327","In order for your bee balm to thrive, you should plant it in soil that is rich, moist, and has a pH level of 6.0 to 7.0. Most garden soils are entirely adequate for bee balm. If necessary, poor soil can be amended with compost or manure to enrich it, loosen it up, and make it more amenable to growing bee balm. You can also add a layer of mulch atop your soil to ensure this shallow-rooted plant stays moist.","","","","",""
"1667988848-19597","https://www.thespruce.com/plants-a-to-z-5116344","Bergamot Monarda didyma","https://www.thespruce.com/red-bee-balm-plants-2132327","","In order for your bee balm to thrive, you should plant it in soil that is rich, moist, and has a pH level of 6.0 to 7.0. Most garden soils are entirely adequate for bee balm. If necessary, poor soil can be amended with compost or manure to enrich it, loosen it up, and make it more amenable to growing bee balm. You can also add a layer of mulch atop your soil to ensure this shallow-rooted plant stays moist.","","","",""
"1667988848-19598","https://www.thespruce.com/plants-a-to-z-5116344","Bergamot Monarda didyma","https://www.thespruce.com/red-bee-balm-plants-2132327","","","Bee balm is a moisture-loving plant and enjoys having consistently damp soil. Because of this, depending on your climate and area, you should plan to water the plant at least weekly, never allowing the soil to dry out. It's especially important to maintain a proper watering cadence in the plant's first year, as that allows it to establish a solid root system. The standard garden practice of offering 1 inch of water per week will work fine for bee balm.","","",""
"1667988858-19599","https://www.thespruce.com/plants-a-to-z-5116344","Beefsteak Tomato Solanum lycopersicum 'Beefsteak'","https://www.thespruce.com/beefsteak-tomatoes-care-5189062","","","Give beefsteak tomatoes full, direct sunlight 8 hours or more per day. Make sure no shadows are cast by nearby buildings or trees. For best results, grow them on a slight slope with southern or southeastern exposure. A well-drained raised garden bed is especially good in cooler climates because it will warm early in the season.","","",""
"1667988858-19600","https://www.thespruce.com/plants-a-to-z-5116344","Beefsteak Tomato Solanum lycopersicum 'Beefsteak'","https://www.thespruce.com/beefsteak-tomatoes-care-5189062","","","","As for all tomato plants, provide beefsteaks with well-drained fertile soil that is high in organic matter. Fertile clay and loam produce high yields, while lighter soils drain and warm quickly and will produce earlier harvests. Maintain a pH between 6.0 and 6.8. Keep the bed weeded, and mulch between rows of tomatoes to prevent weed overgrowth and to conserve moisture. Black plastic mulch will warm the soil and radiate heat.","",""
"1667988858-19601","https://www.thespruce.com/plants-a-to-z-5116344","Beefsteak Tomato Solanum lycopersicum 'Beefsteak'","https://www.thespruce.com/beefsteak-tomatoes-care-5189062","","","","","After planting, water immediately to moisten and settle the soil. Throughout the growing season, keep tomatoes consistently watered, especially as they begin to fruit. Moisture will prevent fruits from cracking and encourage deep rooting. If it rains less than one inch in a week, be sure to water them well. They will need one to two inches of water weekly. Never let the foliage begin to wilt.",""
"1667988860-19602","https://www.thespruce.com/plants-a-to-z-5116344","Bee Balm Monarda","https://www.thespruce.com/bee-balm-growing-guide-5204121","","","","","","In the spring, trim a cutting of new growth around 6 inches long. Trim below a node.Remove the lower leaves. Dip the cut end into rooting hormone and gently plant it into rich soil. Water the cutting, then place the plastic bag over the cutting to retain moisture. Secure it to the pot with a rubber band. Check the soil regularly, keeping it moist. Roots should appear in 2 or 3 weeks. When this happens, remove the plastic bag."
"1667988860-19603","https://www.thespruce.com/plants-a-to-z-5116344","Bee Balm Monarda","https://www.thespruce.com/bee-balm-growing-guide-5204121","","","","","","To get the seeds to germinate, they must go through cold stratification. To do this, either sow the seeds outdoors in the fall or place the seeds in the refrigerator in moist soil for at least one month. In the spring, amend the soil with compost once it is workable. Remove the seeds and sow them directly into the garden. Gently sow on top of the soil. Do not cover the seeds."
"1667988863-19604","https://www.thespruce.com/plants-a-to-z-5116344","Becky Shasta Daisy Leucanthemum x superbum 'becky'","https://www.thespruce.com/becky-shasta-daisy-flowers-2132612","","","This daisy prefers a humidity level of 60 percent or below and does not tolerate extremely humid climates. Humid conditions can contribute to waterlogged soil, causing the roots to rot.","","",""
"1667988863-19605","https://www.thespruce.com/plants-a-to-z-5116344","Becky Shasta Daisy Leucanthemum x superbum 'becky'","https://www.thespruce.com/becky-shasta-daisy-flowers-2132612","","","","'Becky' shasta daisy only requires fertilizer if the soil is very lean. In this instance, work a few shovels of organic compost into your existing garden bed before planting. Repeat this annually in the spring for best results.","",""
"1667988863-19606","https://www.thespruce.com/plants-a-to-z-5116344","Becky Shasta Daisy Leucanthemum x superbum 'becky'","https://www.thespruce.com/becky-shasta-daisy-flowers-2132612","","","","","The shasta daisy hybrid has been tweaked several times to achieve certain characteristics, like sturdy stems (exhibited by the 'Becky' variety) and compact height ('Snow Lady'). Choosing the best variety depends on your gardening goals and the planting location.",""
"1667988866-19607","https://www.thespruce.com/plants-a-to-z-5116344","Beautyberry Callicarpa americana","https://www.thespruce.com/beautyberry-shrubs-purple-berries-2132437","Beautyberry shrubs prefer friable soil (soil with a crumbly texture) that's rich in organic matter and has good drainage. And they prefer a slightly acidic to neutral soil pH. This mimics the forest floor where they naturally grow. However, they can tolerate most soil types, including clay soil, except soil that's severely lacking in nutrients.","","","","",""
"1667988866-19608","https://www.thespruce.com/plants-a-to-z-5116344","Beautyberry Callicarpa americana","https://www.thespruce.com/beautyberry-shrubs-purple-berries-2132437","","Beautyberry shrubs prefer friable soil (soil with a crumbly texture) that's rich in organic matter and has good drainage. And they prefer a slightly acidic to neutral soil pH. This mimics the forest floor where they naturally grow. However, they can tolerate most soil types, including clay soil, except soil that's severely lacking in nutrients.","","","",""
"1667988866-19609","https://www.thespruce.com/plants-a-to-z-5116344","Beautyberry Callicarpa americana","https://www.thespruce.com/beautyberry-shrubs-purple-berries-2132437","","","These plants like moist soil, but they can tolerate somewhat dry conditions. Roughly 1 inch per week of water is ideal. But if your shrub is in a particularly sunny spot, you've had hot weather, or you've had minimal rainfall, the plant will likely benefit from more water.","","",""
"1667988866-19610","https://www.thespruce.com/plants-a-to-z-5116344","Beautyberry Callicarpa americana","https://www.thespruce.com/beautyberry-shrubs-purple-berries-2132437","","","","Beautyberry shrubs thrive throughout their hardiness zones and don't have any particular temperature or humidity requirements. They do have good heat tolerance as long as their moisture needs are met.","",""
"1667988866-19611","https://www.thespruce.com/plants-a-to-z-5116344","Beautyberry Callicarpa americana","https://www.thespruce.com/beautyberry-shrubs-purple-berries-2132437","","","","","These shrubs generally do not need fertilizer unless you have very nutrient-poor soil. A shovelful or two of compost in the spring can benefit beautyberry's growth. But too much fertilizer can result in decreased berry production.",""
"1667988866-19612","https://www.thespruce.com/plants-a-to-z-5116344","Beautyberry Callicarpa americana","https://www.thespruce.com/beautyberry-shrubs-purple-berries-2132437","","","","","","In the fall, gather seeds from very ripe berries. Let them air-dry, and store them in a cool, dark place.In late winter, soak the seeds in cool water for 24 hours to soften the seed coat. Fill 4-inch pots or seedling trays with a seed-starting mix. Water it slowly until the soil is evenly moist.Place around six seeds in each pot, and cover the seeds only lightly with soil.Place the pots indoors near a bright window. Make sure the soil is constantly moist but not soggy. Germination can take up to three months. Keep all but the strongest seedling in each pot, and cut off the rest with scissors. Don't pull the extra seedlings out, as this can damage the roots of the other seedlings.Once the root system of the new beautyberry has filled the pot (when roots start to grow out of the drain holes), it is ready to be transplanted outdoors."
"1667988873-19613","https://www.thespruce.com/plants-a-to-z-5116344","Bear's Breeches Acanthus mollis","https://www.thespruce.com/how-to-grow-bears-breeches-4125806","Bear’s breeches like a rich soil with plenty of compost or other organic matter. Once established, they are more accommodating about poor soil, but they absolutely need good drainage, especially in winter. Sitting in cold, wet soil can cause the roots to rot and may kill the plants.","","","","",""
"1667988873-19614","https://www.thespruce.com/plants-a-to-z-5116344","Bear's Breeches Acanthus mollis","https://www.thespruce.com/how-to-grow-bears-breeches-4125806","","Bear’s breeches like a rich soil with plenty of compost or other organic matter. Once established, they are more accommodating about poor soil, but they absolutely need good drainage, especially in winter. Sitting in cold, wet soil can cause the roots to rot and may kill the plants.","","","",""
"1667988873-19615","https://www.thespruce.com/plants-a-to-z-5116344","Bear's Breeches Acanthus mollis","https://www.thespruce.com/how-to-grow-bears-breeches-4125806","","","Once established, bear’s breeches are very drought resistant. They do best with regular water. An inch a week should be plenty.","","",""
"1667988873-19616","https://www.thespruce.com/plants-a-to-z-5116344","Bear's Breeches Acanthus mollis","https://www.thespruce.com/how-to-grow-bears-breeches-4125806","","","","These plants are dependably hardy. Protect your plants during their first couple of winters with a thick layer of mulch. In Zones 6 and lower, continue this practice for the life of your plants.","",""
"1667988873-19617","https://www.thespruce.com/plants-a-to-z-5116344","Bear's Breeches Acanthus mollis","https://www.thespruce.com/how-to-grow-bears-breeches-4125806","","","","","Bear’s breeches are not heavy feeders. Start with a rich soil and side dress annually with compost. You can use a balanced fertilizer in spring or mid-summer if the plants look like they need it.",""
"1667988886-19618","https://www.thespruce.com/plants-a-to-z-5116344","Basswood Tilia","https://www.thespruce.com/basswood-tree-growing-guide-5196352","The soil conditions for various Tilia species will mostly hover around the average to the moist range, ensuring that the soil is well-drained. Throughout the genus, the pH scale will vary from species to species, with some being more inclined to tolerate higher alkalinity, like the Tilia cordata, the small-leaved linden. By contrast, American basswood (Tilia americana) will not tolerate alkaline soils.","","","","",""
"1667988886-19619","https://www.thespruce.com/plants-a-to-z-5116344","Basswood Tilia","https://www.thespruce.com/basswood-tree-growing-guide-5196352","","The soil conditions for various Tilia species will mostly hover around the average to the moist range, ensuring that the soil is well-drained. Throughout the genus, the pH scale will vary from species to species, with some being more inclined to tolerate higher alkalinity, like the Tilia cordata, the small-leaved linden. By contrast, American basswood (Tilia americana) will not tolerate alkaline soils.","","","",""
"1667988886-19620","https://www.thespruce.com/plants-a-to-z-5116344","Basswood Tilia","https://www.thespruce.com/basswood-tree-growing-guide-5196352","","","One of the wonderful things about planting native trees or trees that were not specifically cultivated for ornamental use is that they will usually not require supplemental irrigation once they are planted and established. Of course, this does not apply if they are planted in zones completely foreign to their range or are very drought tolerant.","","",""
"1667988888-19621","https://www.thespruce.com/plants-a-to-z-5116344","Basket Flower Centaurea americana","https://www.thespruce.com/basket-flower-growing-guide-5080959","For best results, basket flowers should be grown in full sun. They can, however, also tolerate a part shade position.","","","","",""
"1667988888-19622","https://www.thespruce.com/plants-a-to-z-5116344","Basket Flower Centaurea americana","https://www.thespruce.com/basket-flower-growing-guide-5080959","","For best results, basket flowers should be grown in full sun. They can, however, also tolerate a part shade position.","","","",""
"1667988888-19623","https://www.thespruce.com/plants-a-to-z-5116344","Basket Flower Centaurea americana","https://www.thespruce.com/basket-flower-growing-guide-5080959","","","Basket flowers are tolerant of a wide range of soil types, including sandy, loamy, and clay, the soil just needs to be well-draining. They aren't too fussy about pH levels either, although slightly acidic to neutral levels seem to produce the best growth.","","",""
"1667988888-19624","https://www.thespruce.com/plants-a-to-z-5116344","Basket Flower Centaurea americana","https://www.thespruce.com/basket-flower-growing-guide-5080959","","","","If you live in a dry region, planting basket flowers is e a good choice. Once they're established, they're drought-tolerant and cope well in dry conditions. However, receiving adequate moisture during the winter and spring will result in more impressive growth.","",""
"1667988888-19625","https://www.thespruce.com/plants-a-to-z-5116344","Basket Flower Centaurea americana","https://www.thespruce.com/basket-flower-growing-guide-5080959","","","","","With their drought-tolerance, it's no surprise that basket flowers do well in Mediterranean-style climates. They can also handle temperate and subtropic weather.",""
"1667988893-19626","https://www.thespruce.com/plants-a-to-z-5116344","Bartlett Pear Pyrus communis","https://www.thespruce.com/bartlett-pear-tree-growing-guide-5211022","In order to remain healthy and produce juicy fruit, Bartlett pear trees need regular watering. Plan to irrigate these trees on a weekly basis. A drought or dry spells means trouble for the Bartlett pear tree, so be sure to give extra water during periods of no rain.","","","","",""
