web-scraper-order,web-scraper-start-url,plantsLinks,plantsLinks-href
"1665403077-991","https://www.thespruce.com/plants-a-to-z-5116344","Privet Ligustrum","https://www.thespruce.com/privet-hedges-for-privacy-2132252"
"1665403077-992","https://www.thespruce.com/plants-a-to-z-5116344","Protea Protea","https://www.thespruce.com/protea-plants-growing-guide-5205822"
"1665403077-993","https://www.thespruce.com/plants-a-to-z-5116344","Pumpkin Curbita","https://www.thespruce.com/how-to-grow-pumpkins-1403469"
"1665403077-994","https://www.thespruce.com/plants-a-to-z-5116344","Pumpkin Ash Fraxinus profunda","https://www.thespruce.com/pumpkin-ash-profile-5074896"
"1665403077-995","https://www.thespruce.com/plants-a-to-z-5116344","Pumpkin On A Stick Solanum integrifolium","https://www.thespruce.com/pumpkin-on-a-stick-plant-4773067"
"1665403077-996","https://www.thespruce.com/plants-a-to-z-5116344","Purple Bell Vine Rhodochiton atrosanguineus","https://www.thespruce.com/growing-rhodochiton-plants-5084462"
"1665403077-997","https://www.thespruce.com/plants-a-to-z-5116344","Purple Fountain Grass Pennisetum setaceum 'rubrum'","https://www.thespruce.com/purple-fountain-grass-2132874"
"1665403077-998","https://www.thespruce.com/plants-a-to-z-5116344","Purple Heart Plant Tradescantia Pallida","https://www.thespruce.com/growing-purple-heart-plants-5094561"
"1665403077-999","https://www.thespruce.com/plants-a-to-z-5116344","Purple Hyacinth Bean Lablab purpureus","https://www.thespruce.com/how-to-grow-purple-hyacinth-bean-plants-4125532"
"1665403077-1000","https://www.thespruce.com/plants-a-to-z-5116344","Purple Pampas Grass Cortaderia jubata","https://www.thespruce.com/growing-purple-pampas-grass-5087587"
"1665403077-1001","https://www.thespruce.com/plants-a-to-z-5116344","Purple Passion Vine Gynura aurantiaca","https://www.thespruce.com/purple-passion-vine-growing-guide-5235282"
"1665403077-1002","https://www.thespruce.com/plants-a-to-z-5116344","Purple Passionflower Passiflora Incarnata","https://www.thespruce.com/passiflora-incarnata-growing-guide-5219800"
"1665403077-1003","https://www.thespruce.com/plants-a-to-z-5116344","Purple Velvet Plant Gynura aurantiaca","https://www.thespruce.com/grow-velvet-plant-indoors-1902643"
"1665403077-1004","https://www.thespruce.com/plants-a-to-z-5116344","Purple Waffle Plant Hemigraphis alternata","https://www.thespruce.com/purple-waffle-plant-overview-4581371"
"1665403077-1005","https://www.thespruce.com/plants-a-to-z-5116344","Purpleleaf Sand Cherry Prunus x cistena","https://www.thespruce.com/purple-leaf-sand-cherry-growing-profile-3269234"
"1665403077-1006","https://www.thespruce.com/plants-a-to-z-5116344","Pussy Willow Salix discolor","https://www.thespruce.com/planting-pussy-willow-trees-for-spring-2130899"
"1665403077-1007","https://www.thespruce.com/plants-a-to-z-5116344","Pyrethrum Tanacetum coccineum","https://www.thespruce.com/painted-daisy-plant-profile-5088038"
"1665403077-1008","https://www.thespruce.com/plants-a-to-z-5116344","Quaking Aspen Populus tremuloides","https://www.thespruce.com/quaking-aspen-tree-plant-care-and-growing-guide-5199487"
"1665403077-1009","https://www.thespruce.com/plants-a-to-z-5116344","Quick Fire Hydrangea Hydrangea paniculata ‘Bulk’","https://www.thespruce.com/quick-fire-hydrangea-growing-guide-5220855"
"1665403077-1010","https://www.thespruce.com/plants-a-to-z-5116344","Quinoa Chenopodium quinoa","https://www.thespruce.com/how-to-grow-quinoa-plants-at-home-5075467"
"1665403077-1011","https://www.thespruce.com/plants-a-to-z-5116344","Radish Raphanus sativus","https://www.thespruce.com/growing-radishes-in-the-home-vegetable-garden-1403477"
"1665403077-1012","https://www.thespruce.com/plants-a-to-z-5116344","Rain Lily Zephyranthes","https://www.thespruce.com/rain-lilies-1316065"
"1665403077-1013","https://www.thespruce.com/plants-a-to-z-5116344","Rainbow Eucalyptus Tree Eucalyptus deglupta","https://www.thespruce.com/rainbow-eucalyptus-tree-guide-5200997"
"1665403077-1014","https://www.thespruce.com/plants-a-to-z-5116344","Ramps Allium tricoccum","https://www.thespruce.com/growing-ramps-in-the-vegetable-garden-1403463"
"1665403077-1015","https://www.thespruce.com/plants-a-to-z-5116344","Rat Tail Cactus Aporocactus flagelliformis","https://www.thespruce.com/aporocactus-flagelliformis-definition-1902538"
"1665403077-1016","https://www.thespruce.com/plants-a-to-z-5116344","Rattlesnake Plant Calathea","https://www.thespruce.com/grow-calathea-indoors-1902745"
"1665403077-1017","https://www.thespruce.com/plants-a-to-z-5116344","Rattlesnake Plantain Goodyera","https://www.thespruce.com/grow-goodyera-plants-3960466"
"1665403077-1018","https://www.thespruce.com/plants-a-to-z-5116344","Rattlesnake Plants Calathea lancifolia","https://www.thespruce.com/growing-rattlesnake-plants-5088292"
"1665403077-1019","https://www.thespruce.com/plants-a-to-z-5116344","Red Buckeye Tree Aesculus pavia","https://www.thespruce.com/red-buckeye-tree-profile-5072994"
"1665403077-1020","https://www.thespruce.com/plants-a-to-z-5116344","Red Charm Peony Paeonia 'red charm'","https://www.thespruce.com/red-charm-peonies-live-a-charmed-life-in-your-landscaping-2131885"
"1665403077-1021","https://www.thespruce.com/plants-a-to-z-5116344","Red Currant Ribes rubrum","https://www.thespruce.com/red-currant-growing-guide-5201212"
"1665403077-1022","https://www.thespruce.com/plants-a-to-z-5116344","Red Dragon Japanese Maple Acer palmatum 'Red Dragon'","https://www.thespruce.com/growing-red-dragon-japanese-maple-5113444"
"1665403077-1023","https://www.thespruce.com/plants-a-to-z-5116344","Red Hot Poker Kniphofia","https://www.thespruce.com/red-hot-poker-plants-2131856"
"1665403077-1024","https://www.thespruce.com/plants-a-to-z-5116344","Red Maple Acer rubrum","https://www.thespruce.com/growing-the-red-maple-acer-rubrum-3269321"
"1665403077-1025","https://www.thespruce.com/plants-a-to-z-5116344","Red Mulberry Morus Rubra","https://www.thespruce.com/growing-red-mulberry-trees-5101681"
"1665403077-1026","https://www.thespruce.com/plants-a-to-z-5116344","Red Oak Quercus rubra","https://www.thespruce.com/red-oak-growing-guide-5195395"
"1665403077-1027","https://www.thespruce.com/plants-a-to-z-5116344","Red Poppy Papaver rhoeas","https://www.thespruce.com/growing-common-poppy-papaver-rhoeas-5113751"
"1665403077-1028","https://www.thespruce.com/plants-a-to-z-5116344","Red Spider Lily Lycoris radiata","https://www.thespruce.com/growing-red-spider-lily-5093664"
"1665403077-1029","https://www.thespruce.com/plants-a-to-z-5116344","Red Sunset Maple Acer rubrum 'franksred'","https://www.thespruce.com/growing-red-sunset-maple-5101163"
"1665403077-1030","https://www.thespruce.com/plants-a-to-z-5116344","Red Tip Photinia Photinia x fraseri","https://www.thespruce.com/red-tip-photinia-growing-profile-3269221"
"1665403077-1031","https://www.thespruce.com/plants-a-to-z-5116344","Red-Twig Dogwood Cornus servicea","https://www.thespruce.com/red-twig-dogwood-shrubs-2132727"
"1665403077-1032","https://www.thespruce.com/plants-a-to-z-5116344","Resurrection Lily Lycoris squamigera","https://www.thespruce.com/plant-fall-blooming-spider-lilies-1316043"
"1665403077-1033","https://www.thespruce.com/plants-a-to-z-5116344","Resurrection Plant Selaginella lepidophylla","https://www.thespruce.com/how-to-grow-and-care-for-resurrection-plants-5076015"
"1665403077-1034","https://www.thespruce.com/plants-a-to-z-5116344","Reticulated Iris Iris reticulata","https://www.thespruce.com/iris-reticulata-growing-guide-5220678"
"1665403077-1035","https://www.thespruce.com/plants-a-to-z-5116344","Rex Begonia Begonia rex-cultorum","https://www.thespruce.com/grow-rex-begonia-1902492"
"1665403077-1036","https://www.thespruce.com/plants-a-to-z-5116344","Rhubarb Rheum rhabarbarum","https://www.thespruce.com/growing-rhubarb-1403450"
"1665403077-1037","https://www.thespruce.com/plants-a-to-z-5116344","Ribbon Grass Phalaris arundinacea","https://www.thespruce.com/ribbon-grass-plant-profile-5074213"
"1665403077-1038","https://www.thespruce.com/plants-a-to-z-5116344","River Birch Betula nigra","https://www.thespruce.com/growing-river-birch-home-garden-3269346"
"1665403077-1039","https://www.thespruce.com/plants-a-to-z-5116344","Robellini Palm Phoenix roebelenii","https://www.thespruce.com/robellini-palm-plant-profile-5191248"
"1665403077-1040","https://www.thespruce.com/plants-a-to-z-5116344","Rockrose Cistus","https://www.thespruce.com/rockrose-plant-profile-4842337"
"1665403077-1041","https://www.thespruce.com/plants-a-to-z-5116344","Rockspray Cotoneaster Cotoneaster horizontalis","https://www.thespruce.com/rock-cotoneaster-plants-2132711"
"1665403077-1042","https://www.thespruce.com/plants-a-to-z-5116344","Rocky Mountain Juniper Juniperus scopulorum","https://www.thespruce.com/growing-rocky-mountain-juniper-5078436"
"1665403077-1043","https://www.thespruce.com/plants-a-to-z-5116344","Roma Tomato Solanum lycopersicum","https://www.thespruce.com/roma-tomato-growing-guide-5324327"
"1665403077-1044","https://www.thespruce.com/plants-a-to-z-5116344","Rose Rosa","https://www.thespruce.com/formula-for-growing-rose-bushes-2132676"
"1665403077-1045","https://www.thespruce.com/plants-a-to-z-5116344","Rose Campion Lychnis coronaria","https://www.thespruce.com/rose-campion-growing-guide-6256731"
"1665403077-1046","https://www.thespruce.com/plants-a-to-z-5116344","Rosemary Rosmarinus officinalis","https://www.thespruce.com/grow-and-care-for-rosemary-plants-1403406"
"1665403077-1047","https://www.thespruce.com/plants-a-to-z-5116344","Rosemary Salvia rosmarinus","https://www.thespruce.com/grow-rosemary-indoors-1902488"
"1665403077-1048","https://www.thespruce.com/plants-a-to-z-5116344","Royal Poinciana Delonix regia","https://www.thespruce.com/royal-poinciana-growing-profile-3269287"
"1665403077-1049","https://www.thespruce.com/plants-a-to-z-5116344","Rubber Plant Ficus elastica","https://www.thespruce.com/grow-rubber-plant-ficus-indoors-1902755"
"1665403077-1050","https://www.thespruce.com/plants-a-to-z-5116344","Ruby Necklace Othonna capensis","https://www.thespruce.com/growing-string-of-rubies-5091854"
"1665403077-1051","https://www.thespruce.com/plants-a-to-z-5116344","Ruby Slippers Hydrangea Hydrangea quercifolia 'Ruby Slippers'","https://www.thespruce.com/ruby-slippers-hydrangea-plant-profile-5184067"
"1665403077-1052","https://www.thespruce.com/plants-a-to-z-5116344","Rue Anemone Thalictrum thalictroides","https://www.thespruce.com/how-to-grow-rue-anemone-5077052"
"1665403077-1053","https://www.thespruce.com/plants-a-to-z-5116344","Rugosa Rose Rosa rugosa","https://www.thespruce.com/growing-and-caring-for-rugosa-roses-1403053"
"1665403077-1054","https://www.thespruce.com/plants-a-to-z-5116344","Ruscus Ruscus","https://www.thespruce.com/ruscus-growing-guide-5218959"
"1665403077-1055","https://www.thespruce.com/plants-a-to-z-5116344","Russian Sage Perovskia atriplicifolia","https://www.thespruce.com/low-maintenance-russian-sage-2132729"
"1665403077-1056","https://www.thespruce.com/plants-a-to-z-5116344","Rutabaga Brassica napobrassica","https://www.thespruce.com/how-to-grow-rutabaga-1403471"
"1665403077-1057","https://www.thespruce.com/plants-a-to-z-5116344","Saffron Crocus Artemisia dracunculus","https://www.thespruce.com/saffron-crocus-plant-profile-5069119"
"1665403077-1058","https://www.thespruce.com/plants-a-to-z-5116344","Sagebrush Buttercup Ranunculus glaberrimus","https://www.thespruce.com/sagebrush-buttercup-plant-profile-5085810"
"1665403077-1059","https://www.thespruce.com/plants-a-to-z-5116344","Sago Palm Cycas revoluta","https://www.thespruce.com/grow-sago-palms-1902770"
"1665403077-1060","https://www.thespruce.com/plants-a-to-z-5116344","San Marzano Tomato Lycopersicon esculentum 'San Marzano'","https://www.thespruce.com/san-marzano-tomato-growing-guide-5205492"
"1665403077-1061","https://www.thespruce.com/plants-a-to-z-5116344","Saskatoon Serviceberry Amelanchier alnifolia","https://www.thespruce.com/saskatoon-serviceberry-plant-profile-4847065"
"1665403077-1062","https://www.thespruce.com/plants-a-to-z-5116344","Sassafras Sassafras albium","https://www.thespruce.com/sassafras-tree-plant-profile-5199214"
"1665403077-1063","https://www.thespruce.com/plants-a-to-z-5116344","Satin Flower Clarkia amoena","https://www.thespruce.com/godetia-plant-profile-4800077"
"1665403077-1064","https://www.thespruce.com/plants-a-to-z-5116344","Satin Pothos Scindapsus pictus","https://www.thespruce.com/growing-satin-pothos-5114102"
"1665403077-1065","https://www.thespruce.com/plants-a-to-z-5116344","Satsuma Mandarin Citrus reticulata","https://www.thespruce.com/satsuma-tree-profile-4801471"
"1665403077-1066","https://www.thespruce.com/plants-a-to-z-5116344","Saucer Magnolia Magnolia x soulangiana","https://www.thespruce.com/magnolia-trees-saucer-magnolias-2132135"
"1665403077-1067","https://www.thespruce.com/plants-a-to-z-5116344","Sawtooth Sunflower Helianthus grosseserratus","https://www.thespruce.com/growing-sawtooth-sunflowers-5085124"
"1665403077-1068","https://www.thespruce.com/plants-a-to-z-5116344","Scallion Allium wakegi","https://www.thespruce.com/how-to-grow-scallions-4125799"
"1665403077-1069","https://www.thespruce.com/plants-a-to-z-5116344","Scarlet Oak Quercus coccinea","https://www.thespruce.com/growing-scarlet-oak-trees-5081537"
"1665403077-1070","https://www.thespruce.com/plants-a-to-z-5116344","Scarlet Tassel Flower Emilia coccinea","https://www.thespruce.com/growing-scarlet-tassel-flowers-5085407"
"1665403077-1071","https://www.thespruce.com/plants-a-to-z-5116344","Scented-Leaved Geraniums Pelargonium","https://www.thespruce.com/growing-and-caring-for-scented-geraniums-1402844"
"1665403077-1072","https://www.thespruce.com/plants-a-to-z-5116344","Schefflera Schefflera","https://www.thespruce.com/grow-schefflera-plants-inside-1902771"
"1665403077-1073","https://www.thespruce.com/plants-a-to-z-5116344","Scindapsus Pictus ‘Exotica’ Scindapsus Pictus ‘Exotica’","https://www.thespruce.com/scindapsus-pictus-exotica-care-guide-5410201"
"1665403077-1074","https://www.thespruce.com/plants-a-to-z-5116344","Scotch Pine Pinus sylvestris","https://www.thespruce.com/scotch-pine-growing-profile-3269322"
"1665403077-1075","https://www.thespruce.com/plants-a-to-z-5116344","Scottish Moss Arenaria verna","https://www.thespruce.com/scotch-moss-plant-profile-5070467"
"1665403077-1076","https://www.thespruce.com/plants-a-to-z-5116344","Sea Holly Eryngium","https://www.thespruce.com/grow-sea-holly-eryngium-4121081"
"1665403077-1077","https://www.thespruce.com/plants-a-to-z-5116344","Sea Lavender Limonium latifolium","https://www.thespruce.com/growing-sea-lavender-5075210"
"1665403077-1078","https://www.thespruce.com/plants-a-to-z-5116344","Sedum Hylotelephium spectabile 'Herbstfreude'","https://www.thespruce.com/autumn-joy-sedum-2132607"
"1665403077-1079","https://www.thespruce.com/plants-a-to-z-5116344","Sensitive Plant Mimosa pudica","https://www.thespruce.com/mimosa-pudica-plant-profile-5072410"
"1665403077-1080","https://www.thespruce.com/plants-a-to-z-5116344","Serbian Spruce Picea omorika","https://www.thespruce.com/serbian-spruce-growing-guide-5204709"
"1665403077-1081","https://www.thespruce.com/plants-a-to-z-5116344","Serrano Pepper Capsicum annuum","https://www.thespruce.com/growing-serrano-pepper-plants-5082978"
"1665403077-1082","https://www.thespruce.com/plants-a-to-z-5116344","Sesame Sesamum indicum","https://www.thespruce.com/growing-sesame-plants-5082982"
"1665403077-1083","https://www.thespruce.com/plants-a-to-z-5116344","Shallot Allium ascalonium","https://www.thespruce.com/growing-shallots-in-the-vegetable-garden-1403464"
"1665403077-1084","https://www.thespruce.com/plants-a-to-z-5116344","Shamrock Oxalis triangularis","https://www.thespruce.com/purple-shamrock-plants-2132875"
"1665403077-1085","https://www.thespruce.com/plants-a-to-z-5116344","Shark Jaws Faucaria tigrina","https://www.thespruce.com/growing-tiger-jaws-indoors-4775193"
"1665403077-1086","https://www.thespruce.com/plants-a-to-z-5116344","Shasta Daisy Leucanthemum x superbum","https://www.thespruce.com/shasta-daisy-growing-guide-5209135"
"1665403077-1087","https://www.thespruce.com/plants-a-to-z-5116344","Shingle Oak Quercus imbricaria","https://www.thespruce.com/shingle-oak-tree-profile-5186859"
"1665403077-1088","https://www.thespruce.com/plants-a-to-z-5116344","Shooting Star Dodecatheon meadia","https://www.thespruce.com/shooting-star-plant-care-and-growing-guide-4683929"
"1665403077-1089","https://www.thespruce.com/plants-a-to-z-5116344","Showy Lady's Slipper Orchid Cypripedium reginae","https://www.thespruce.com/growing-showy-lady-slipper-5116071"
"1665403077-1090","https://www.thespruce.com/plants-a-to-z-5116344","Showy Milkweed Asclepias speciosa","https://www.thespruce.com/how-to-grow-and-care-for-showy-milkweed-5094148"
"1665403077-1091","https://www.thespruce.com/plants-a-to-z-5116344","Showy Stonecrop Sedum","https://www.thespruce.com/growing-sedum-showy-stonecrop-1402861"
"1665403077-1092","https://www.thespruce.com/plants-a-to-z-5116344","Siberian Iris Iris siberica","https://www.thespruce.com/growing-siberian-iris-5089592"
"1665403077-1093","https://www.thespruce.com/plants-a-to-z-5116344","Siberian Maple Acer ginnala","https://www.thespruce.com/amur-maple-growing-tips-3269313"
"1665403077-1094","https://www.thespruce.com/plants-a-to-z-5116344","Silk Floss Tree Ceiba speciosa","https://www.thespruce.com/growing-silk-floss-trees-5094173"
"1665403077-1095","https://www.thespruce.com/plants-a-to-z-5116344","Silk Tree Albizia julibrissin","https://www.thespruce.com/growing-persian-silk-trees-albizia-julibrissin-5094178"
"1665403077-1096","https://www.thespruce.com/plants-a-to-z-5116344","Silky Dogwood Cornus amomum","https://www.thespruce.com/growing-silky-dogwood-5091600"
"1665403077-1097","https://www.thespruce.com/plants-a-to-z-5116344","Silver Carpet Dymondia margaretae","https://www.thespruce.com/growing-dymondia-groundcover-5104894"
"1665403077-1098","https://www.thespruce.com/plants-a-to-z-5116344","Silver Linden Tilia tomentosa","https://www.thespruce.com/silver-linden-tree-profile-5072045"
"1665403077-1099","https://www.thespruce.com/plants-a-to-z-5116344","Silver Maple Acer saccharinum","https://www.thespruce.com/silver-maple-growing-guide-5199780"
"1665403077-1100","https://www.thespruce.com/plants-a-to-z-5116344","Silver Maple Acer saccharinum","https://www.thespruce.com/silver-maple-growing-guide-5195496"
"1665403077-1101","https://www.thespruce.com/plants-a-to-z-5116344","Silver Mound Artemisia schmidtiana 'silver mound'","https://www.thespruce.com/silver-mound-artemisia-low-perennial-groundcover-2132049"
"1665403077-1102","https://www.thespruce.com/plants-a-to-z-5116344","Silver Squill Ledebouria socialis","https://www.thespruce.com/growing-silver-squill-5078921"
"1665403077-1103","https://www.thespruce.com/plants-a-to-z-5116344","Silvergrass Miscanthus","https://www.thespruce.com/miscanthus-silver-grass-guide-5215368"
"1665403077-1104","https://www.thespruce.com/plants-a-to-z-5116344","Siskiyou Lewisia Lewisia cotyledon 'rainbow'","https://www.thespruce.com/lewisia-plant-profile-4125688"
"1665403077-1105","https://www.thespruce.com/plants-a-to-z-5116344","Sky Plant Tillandsia ionantha","https://www.thespruce.com/tillandsia-ionantha-plant-care-5082014"
"1665403077-1106","https://www.thespruce.com/plants-a-to-z-5116344","Slipper Plant Euphorbia lomelii","https://www.thespruce.com/slipper-plants-profile-5185750"
"1665403077-1107","https://www.thespruce.com/plants-a-to-z-5116344","Smoke Tree Cotinus coggygria","https://www.thespruce.com/growing-a-purple-smoke-bush-3269235"
"1665403077-1108","https://www.thespruce.com/plants-a-to-z-5116344","Smooth Hydrangea Hydrangea arborescens","https://www.thespruce.com/hydrangea-arborescens-smooth-hydrangea-guide-5211634"
"1665403077-1109","https://www.thespruce.com/plants-a-to-z-5116344","Smooth Sumac Rhus glabra","https://www.thespruce.com/growing-smooth-sumac-rhus-glabra-5094172"
"1665403077-1110","https://www.thespruce.com/plants-a-to-z-5116344","Snail Vine Cochliasanthus caracalla","https://www.thespruce.com/growing-snail-vine-plants-5082067"
"1665403077-1111","https://www.thespruce.com/plants-a-to-z-5116344","Snake Plant Sansevieria trifasciata","https://www.thespruce.com/snake-plant-care-overview-1902772"
"1665403077-1112","https://www.thespruce.com/plants-a-to-z-5116344","Snakeroot Actaea","https://www.thespruce.com/actaea-or-cimicifuga-1316020"
"1665403077-1113","https://www.thespruce.com/plants-a-to-z-5116344","Snapdragon Antirrhinum majus","https://www.thespruce.com/growing-and-caring-for-snapdragons-1402915"
"1665403077-1114","https://www.thespruce.com/plants-a-to-z-5116344","Snapdragon Vine Maurandya scandens","https://www.thespruce.com/grow-asarina-climbing-snapdragons-1402899"
"1665403077-1115","https://www.thespruce.com/plants-a-to-z-5116344","Sneezeweed Helenium autumnale","https://www.thespruce.com/helenium-flowers-1316035"
"1665403077-1116","https://www.thespruce.com/plants-a-to-z-5116344","Snow Banana Ensete glaucum","https://www.thespruce.com/how-to-grow-snow-banana-trees-5077562"
"1665403077-1117","https://www.thespruce.com/plants-a-to-z-5116344","Snow Queen Pothos Epipremnum aureum 'Snow Queen'","https://www.thespruce.com/snow-queen-pothos-growing-guide-5224939"
"1665403077-1118","https://www.thespruce.com/plants-a-to-z-5116344","Snow-In-Summer Cerastium tomentosum","https://www.thespruce.com/how-to-grow-snow-in-summer-plants-2132613"
"1665403077-1119","https://www.thespruce.com/plants-a-to-z-5116344","Snowball Bush Viburnum Viburnum x carlcephalum","https://www.thespruce.com/snowball-bush-profile-4125613"
"1665403077-1120","https://www.thespruce.com/plants-a-to-z-5116344","Snowdrop Galanthus nivalis","https://www.thespruce.com/flower-facts-about-snowdrops-2132563"
"1665403077-1121","https://www.thespruce.com/plants-a-to-z-5116344","Soapwort Saponaria officinalis","https://www.thespruce.com/herb-soapwort-4107277"
"1665403077-1122","https://www.thespruce.com/plants-a-to-z-5116344","Society Garlic Tulbaghia violacea","https://www.thespruce.com/society-garlic-plant-profile-5180171"
"1665403077-1123","https://www.thespruce.com/plants-a-to-z-5116344","Solomon's Seal Polygonatum","https://www.thespruce.com/solomons-seal-1402856"
"1665403077-1124","https://www.thespruce.com/plants-a-to-z-5116344","Song Of India Dracaena reflexa","https://www.thespruce.com/growing-the-song-of-india-5087083"
"1665403077-1125","https://www.thespruce.com/plants-a-to-z-5116344","Sorrel Rumex acestosa","https://www.thespruce.com/how-to-grow-sorrel-4121351"
"1665403077-1126","https://www.thespruce.com/plants-a-to-z-5116344","Sotol Dasylirion wheeleri","https://www.thespruce.com/growing-sotol-plants-5089168"
"1665403077-1127","https://www.thespruce.com/plants-a-to-z-5116344","Sourwood Oxydendrum arboreum","https://www.thespruce.com/sourwood-sorrel-growing-guide-5210869"
"1665403077-1128","https://www.thespruce.com/plants-a-to-z-5116344","Southern Magnolia Magnolia Grandiflora","https://www.thespruce.com/magnolia-grandiflora-growing-guide-5200996"
"1665403077-1129","https://www.thespruce.com/plants-a-to-z-5116344","Spanish Bluebell Hyacinthoides hispanica","https://www.thespruce.com/spanish-bluebells-late-blooming-spring-bulb-2132115"
"1665403077-1130","https://www.thespruce.com/plants-a-to-z-5116344","Spanish Lavender Lavendula stoechas","https://www.thespruce.com/spanish-lavender-growing-guide-5202208"
"1665403077-1131","https://www.thespruce.com/plants-a-to-z-5116344","Spearmint Mentha Spicata","https://www.thespruce.com/how-to-grow-spearmint-5086858"
"1665403077-1132","https://www.thespruce.com/plants-a-to-z-5116344","Spicebush Lindera benzoin","https://www.thespruce.com/how-to-grow-spicebush-5069607"
"1665403077-1133","https://www.thespruce.com/plants-a-to-z-5116344","Spider Flower Cleome","https://www.thespruce.com/cleome-flower-spider-1315709"
"1665403077-1134","https://www.thespruce.com/plants-a-to-z-5116344","Spider Lily Lycoris","https://www.thespruce.com/growing-spider-lilies-lycoris-5111318"
"1665403077-1135","https://www.thespruce.com/plants-a-to-z-5116344","Spider Mum Chrysanthemum morifolium","https://www.thespruce.com/how-to-grow-spider-mums-5077106"
"1665403077-1136","https://www.thespruce.com/plants-a-to-z-5116344","Spiderwort Tradescantia","https://www.thespruce.com/tradescantia-care-overview-1902775"
"1665403077-1137","https://www.thespruce.com/plants-a-to-z-5116344","Spike Speedwell Veronica spicata","https://www.thespruce.com/veronica-plant-profile-2132565"
"1665403077-1138","https://www.thespruce.com/plants-a-to-z-5116344","Spinach Spinacia oleracea","https://www.thespruce.com/growing-spinach-1403448"
"1665403077-1139","https://www.thespruce.com/plants-a-to-z-5116344","Spineless Yucca Yucca elephantipes","https://www.thespruce.com/spineless-yucca-plant-profile-5158420"
"1665403077-1140","https://www.thespruce.com/plants-a-to-z-5116344","Spiral Aloe Aloe Polyphylla","https://www.thespruce.com/spiral-aloe-guide-5191042"
"1665403077-1141","https://www.thespruce.com/plants-a-to-z-5116344","Spiral Ginger Costus woodsonii","https://www.thespruce.com/red-button-ginger-plant-profile-5070527"
"1665403077-1142","https://www.thespruce.com/plants-a-to-z-5116344","Spirea Spiraea","https://www.thespruce.com/growing-spirea-shrubs-5091595"
"1665403077-1143","https://www.thespruce.com/plants-a-to-z-5116344","Split-Leaf Philodendron Monstera deliciosa","https://www.thespruce.com/how-to-grow-monstera-deliciosa-5072671"
"1665403077-1144","https://www.thespruce.com/plants-a-to-z-5116344","Spotted Bee Balm Monarda punctata","https://www.thespruce.com/spotted-bee-balm-growing-guide-5323120"
"1665403077-1145","https://www.thespruce.com/plants-a-to-z-5116344","Spotted Dead Nettles Lamium maculatum","https://www.thespruce.com/spotted-dead-nettles-2132591"
"1665403077-1146","https://www.thespruce.com/plants-a-to-z-5116344","Spurge Weed Euphorbia maculata","https://www.thespruce.com/spurge-weed-identification-removal-6504120"
"1665403077-1147","https://www.thespruce.com/plants-a-to-z-5116344","Squirrel Corn Dicentra canadensis","https://www.thespruce.com/how-to-grow-and-care-for-squirrel-corn-plant-5077070"
"1665403077-1148","https://www.thespruce.com/plants-a-to-z-5116344","Squirting cucumber Ecballium elaterium","https://www.thespruce.com/squirting-cucumber-plant-profile-5116333"
"1665403077-1149","https://www.thespruce.com/plants-a-to-z-5116344","St. Augustine Grass Stenotaphrum secundatum","https://www.thespruce.com/st-augustine-grass-care-guide-5199869"
"1665403077-1150","https://www.thespruce.com/plants-a-to-z-5116344","St. John's Wort Hypericum perforatum","https://www.thespruce.com/st-johns-wort-plant-profile-4772327"
"1665403077-1151","https://www.thespruce.com/plants-a-to-z-5116344","Staghorn Fern Platycerium bifurcatum","https://www.thespruce.com/grow-platycerium-species-1902725"
"1665403077-1152","https://www.thespruce.com/plants-a-to-z-5116344","Star Cactus Astrophytum","https://www.thespruce.com/grow-astrophytum-cacti-1902957"
"1665403077-1153","https://www.thespruce.com/plants-a-to-z-5116344","Starfruit Averrhoa carambola","https://www.thespruce.com/starfruit-tree-plant-profile-5191259"
"1665403077-1154","https://www.thespruce.com/plants-a-to-z-5116344","Stargazer Lily Lilium 'stargazer'","https://www.thespruce.com/stargazer-lily-care-and-growing-tips-2132116"
"1665403077-1155","https://www.thespruce.com/plants-a-to-z-5116344","Stella Hemerocallis 'stella de oro'","https://www.thespruce.com/taxonomy-of-stella-de-oro-daylily-2132564"
"1665403077-1156","https://www.thespruce.com/plants-a-to-z-5116344","Stewartstonian Azalea Rhododendron 'stewartstonian'","https://www.thespruce.com/stewartstonian-azalea-shrubs-2132705"
"1665403077-1157","https://www.thespruce.com/plants-a-to-z-5116344","Stinging Nettle Urtica dioica","https://www.thespruce.com/description-of-stinging-nettles-plants-2132937"
"1665403077-1158","https://www.thespruce.com/plants-a-to-z-5116344","Strawberry Fragaria x ananassa","https://www.thespruce.com/strawberries-1402288"
"1665403077-1159","https://www.thespruce.com/plants-a-to-z-5116344","Strawberry Begonia Saxifraga stolonifera","https://www.thespruce.com/grow-saxifraga-stolonifera-indoors-1902652"
"1665403077-1160","https://www.thespruce.com/plants-a-to-z-5116344","Strawberry Vanilla Hydrangea Hydrangea paniculata 'Renhy'","https://www.thespruce.com/how-to-grow-and-care-for-strawberry-vanilla-hydrangea-5073914"
"1665403077-1161","https://www.thespruce.com/plants-a-to-z-5116344","Strawflower Xerochrysum bracteatum","https://www.thespruce.com/everlasting-strawflower-1315716"
"1665403077-1162","https://www.thespruce.com/plants-a-to-z-5116344","String Bean Phaseolus vulgaris","https://www.thespruce.com/how-to-grow-green-beans-1403459"
